"page_name","display_format","cta_text","title","body_text","start_date","end_date","is_active","ad_library_url","publisher_platform","has_video","page_id"
"Blue Nile","DCO","Shop now","Up to 40% Off* Fine Jewelry","The Anniversary Event is here. Discover up to 40% off* exclusive styles, for a limited time only.","2026-08-27 07:00:00","2026-08-28 07:00:00","True","https://www.facebook.com/ads/library/?id=1372820851712534","FACEBOOK;INSTAGRAM;MESSENGER;THREADS","1","5873063513"
"Blue Nile","DCO","Shop now","Up to 40% Off* Fine Jewelry","The Anniversary Event is here. Discover up to 40% off* exclusive styles, for a limited time only.","2026-08-27 07:00:00","2026-08-27 07:00:00","True","https://www.facebook.com/ads/library/?id=998693776532753","FACEBOOK;INSTAGRAM;MESSENGER;THREADS","1","5873063513"
"Blue Nile","IMAGE","Shop now","Engagement Rings & Settings | Blue Nile","","2026-08-27 07:00:00","2026-08-28 07:00:00","True","https://www.facebook.com/ads/library/?id=2111903976074518","FACEBOOK;INSTAGRAM;MESSENGER;THREADS","","5873063513"
"Blue Nile","DPA","Shop now","Blue Nile","The Anniversary Event is here. Discover up to 40% off* exclusive styles, for a limited time only.","2026-08-27 07:00:00","2026-08-30 07:00:00","True","https://www.facebook.com/ads/library/?id=1772639850661963","FACEBOOK;INSTAGRAM;MESSENGER;THREADS","1","5873063513"
"Blue Nile","DCO","Shop now","{{product.name}}","{{product.brand}}","2026-06-24 07:00:00","2026-08-22 07:00:00","True","https://www.facebook.com/ads/library/?id=1721938949153363","FACEBOOK;INSTAGRAM;MESSENGER;THREADS","1","5873063513"
"Blue Nile","DCO","Learn more","{{product.name}}","{{product.brand}}","2026-08-13 07:00:00","2026-08-27 07:00:00","True","https://www.facebook.com/ads/library/?id=1598377581697290","FACEBOOK;INSTAGRAM;MESSENGER;THREADS","1","5873063513"
"Blue Nile","DCO","Learn more","{{product.name}}","{{product.brand}}","2026-08-14 07:00:00","2026-08-14 07:00:00","True","https://www.facebook.com/ads/library/?id=1039067105500863","FACEBOOK;INSTAGRAM;MESSENGER;THREADS","1","5873063513"
"GIVA","VIDEO","Shop now","","Not overdressed, just properly seasoned 🌶️

Use code HUG15  for 15% off

(Fine silver jewellery, Rose gold jewellery, Lab grown diamond jewellery, Love sealed in silver, Everyday jewellery)

#AD #AllYoursByGIVA #GIVAJewellery #SilverJewellery  #WhatTheHeartWants","2026-06-11 07:00:00","2026-08-31 07:00:00","True","https://www.facebook.com/ads/library/?id=2239107296915070","FACEBOOK;INSTAGRAM;MESSENGER;THREADS","1","350941852220221"
"GIVA","DCO","Shop now","{{product.name}}","{{product.brand}}","2026-01-15 08:00:00","2026-08-31 07:00:00","True","https://www.facebook.com/ads/library/?id=4083210271931426","FACEBOOK;INSTAGRAM;AUDIENCE_NETWORK;MESSENGER;THREADS","1","350941852220221"
"GIVA","DCO","Shop now","{{product.name}}","{{product.brand}}","2026-05-03 07:00:00","2026-08-31 07:00:00","True","https://www.facebook.com/ads/library/?id=992115833772299","FACEBOOK;INSTAGRAM;AUDIENCE_NETWORK;MESSENGER;THREADS","1","350941852220221"
"GIVA","DCO","Shop now","{{product.name}}","{{product.brand}}","2026-08-02 07:00:00","2026-08-31 07:00:00","True","https://www.facebook.com/ads/library/?id=2231573640745179","FACEBOOK;INSTAGRAM;AUDIENCE_NETWORK;MESSENGER;THREADS","","350941852220221"
"GIVA","DCO","Shop now","{{product.name}}","{{product.brand}}","2026-05-03 07:00:00","2026-09-01 07:00:00","True","https://www.facebook.com/ads/library/?id=1533180375087861","FACEBOOK;INSTAGRAM;AUDIENCE_NETWORK;MESSENGER;THREADS","1","350941852220221"
"Ashish Bhatia","VIDEO","Shop now","","In a world full of maybes, it’s always you, me & All Yours. 
Use code HUG15 for 15% off

(valentine’s day, valentine’s day gifts, gift for her, gift for him, gift for gf, romantic jewellery)

#AllYoursByGIVA #GIVAJewellery #SilverJewellery  #WhatTheHeartWants","2026-08-28 07:00:00","2026-09-01 07:00:00","True","https://www.facebook.com/ads/library/?id=3516206218528307","FACEBOOK;INSTAGRAM;AUDIENCE_NETWORK;MESSENGER;THREADS","1","350941852220221"
"GIVA","DCO","Shop now","Flat 15% OFF on ₹999+ | Use Code: MYFIRST","Your Pay Day just got a whole lot prettier. ✨

It’s time to check out that jewellery sitting on your wishlist. 💎

Get 15% OFF on purchases above ₹999. Use code MYFIRST at checkout.

💎 Certified 925 Silver
✨ Skin-friendly & hypoallergenic
💖 Made to shine every day","2026-08-29 07:00:00","2026-09-01 07:00:00","True","https://www.facebook.com/ads/library/?id=1646174507081370","FACEBOOK;INSTAGRAM;AUDIENCE_NETWORK;MESSENGER;THREADS","","350941852220221"
"GIVA","DCO","Shop now","Flat 15% OFF on ₹999+ | Use Code: MYFIRST","Your Pay Day just got a whole lot prettier. ✨

It’s time to check out that jewellery sitting on your wishlist. 💎

Get 15% OFF on purchases above ₹999. Use code MYFIRST at checkout.

💎 Certified 925 Silver
✨ Skin-friendly & hypoallergenic
💖 Made to shine every day","2026-08-29 07:00:00","2026-09-01 07:00:00","True","https://www.facebook.com/ads/library/?id=1613045300231793","FACEBOOK;INSTAGRAM;THREADS","","350941852220221"
"GIVA","DCO","Shop now","Flat 15% OFF on ₹999+ | Use Code: MYFIRST","Your Pay Day just got a whole lot prettier. ✨

It’s time to check out that jewellery sitting on your wishlist. 💎

Get 15% OFF on purchases above ₹999. Use code MYFIRST at checkout.

💎 Certified 925 Silver
✨ Skin-friendly & hypoallergenic
💖 Made to shine every day","2026-08-29 07:00:00","2026-09-01 07:00:00","True","https://www.facebook.com/ads/library/?id=1579456360335316","FACEBOOK;INSTAGRAM;THREADS","","350941852220221"
"GIVA","DCO","Shop now","{{product.name}}","{{product.brand}}","2026-08-19 07:00:00","2026-09-01 07:00:00","True","https://www.facebook.com/ads/library/?id=27929233146769793","FACEBOOK;INSTAGRAM;AUDIENCE_NETWORK;MESSENGER;THREADS","","350941852220221"
"GIVA","DCO","Shop now","{{product.name}}","{{product.brand}}","2026-08-04 07:00:00","2026-08-24 07:00:00","True","https://www.facebook.com/ads/library/?id=1569304538542321","FACEBOOK;INSTAGRAM;MESSENGER;THREADS","","350941852220221"
"AV Designs","VIDEO","Shop now","","A tale of quiet love, deeply felt, turning souls into each other’s art sealed with silver sparkles
Use code for ABHINAV15 15%off

(Fine silver jewellery, Rose gold jewellery, Lab grown diamond jewellery, Love sealed in silver, Everyday jewellery)
#AD #GIVAJewellery #UnspokenLove #SilverJewellery #WhatTheHeartWants","2026-08-28 07:00:00","2026-08-31 07:00:00","True","https://www.facebook.com/ads/library/?id=1646289777059717","FACEBOOK;INSTAGRAM;AUDIENCE_NETWORK;MESSENGER;THREADS","1","350941852220221"
"Avantika Jain","VIDEO","Shop now","","The answer to every jewellery question✨

Use code AVANTIKA15 for 15% off

(GIVA jewellery, Silver jewellery, Fine silver Jewellery)
#AD  #GIVAJewellery #StyleSealedInSilver #FineSilverJewellery","2026-08-22 07:00:00","2026-09-01 07:00:00","True","https://www.facebook.com/ads/library/?id=1559373898991499","FACEBOOK;INSTAGRAM;AUDIENCE_NETWORK;THREADS","1","350941852220221"
"GIVA","DCO","Shop now","{{product.name}}","{{product.brand}}","2026-05-18 07:00:00","2026-08-31 07:00:00","True","https://www.facebook.com/ads/library/?id=957655647166239","FACEBOOK;INSTAGRAM;AUDIENCE_NETWORK;MESSENGER;THREADS","","350941852220221"
"GIVA","DCO","Shop now","{{product.name}}","{{product.brand}}","2026-05-18 07:00:00","2026-08-30 07:00:00","True","https://www.facebook.com/ads/library/?id=1505963781311770","FACEBOOK;INSTAGRAM;AUDIENCE_NETWORK;MESSENGER;THREADS","","350941852220221"
"GIVA","DCO","Shop now","{{product.name}}","{{product.brand}}","2026-08-19 07:00:00","2026-08-30 07:00:00","True","https://www.facebook.com/ads/library/?id=1338070751446017","FACEBOOK;INSTAGRAM;AUDIENCE_NETWORK;MESSENGER;THREADS","","350941852220221"
"GIVA","DCO","Shop now","Flat 15% OFF on ₹999+ | Use Code: MYFIRST","Your Pay Day just got a whole lot prettier. ✨

It’s time to check out that jewellery sitting on your wishlist. 💎

Get 15% OFF on purchases above ₹999. Use code MYFIRST at checkout.

💎 Certified 925 Silver
✨ Skin-friendly & hypoallergenic
💖 Made to shine every day","2026-08-29 07:00:00","2026-09-01 07:00:00","True","https://www.facebook.com/ads/library/?id=1591059319069249","FACEBOOK;INSTAGRAM;THREADS","","350941852220221"
"GIVA","DCO","Shop now","{{product.name}}","{{product.brand}}","2026-08-19 07:00:00","2026-08-31 07:00:00","True","https://www.facebook.com/ads/library/?id=1070169179031034","FACEBOOK;INSTAGRAM;AUDIENCE_NETWORK;MESSENGER;THREADS","","350941852220221"
"GIVA","DCO","Shop now","{{product.name}}","{{product.brand}}","2026-07-08 07:00:00","2026-08-27 07:00:00","True","https://www.facebook.com/ads/library/?id=1467934855136077","FACEBOOK;INSTAGRAM;MESSENGER;THREADS","","350941852220221"
"GIVA","DCO","Shop now","Flat 15% OFF on ₹999+ | Use Code: MYFIRST","Your Pay Day just got a whole lot prettier. ✨

It’s time to check out that jewellery sitting on your wishlist. 💎

Get 15% OFF on purchases above ₹999. Use code MYFIRST at checkout.

💎 Certified 925 Silver
✨ Skin-friendly & hypoallergenic
💖 Made to shine every day","2026-08-29 07:00:00","2026-08-31 07:00:00","True","https://www.facebook.com/ads/library/?id=1785699212773298","FACEBOOK;INSTAGRAM;AUDIENCE_NETWORK;MESSENGER;THREADS","","350941852220221"
"singini.chowdhury","VIDEO","Shop now","","Running exclusively on silver energy. Catch me in my shiny era!

Use code CHRM15 for 15% off

(GIVA jewellery, GIVA jewellery exchange fest, Silver jewellery, Fine silver Jewellery)

#AD #ArtificialDoSilverLo #GIVAJewelleryExchangeFestIsBack #GIVAJewellery #StyleSealedInSilver","2026-08-28 07:00:00","2026-08-31 07:00:00","True","https://www.facebook.com/ads/library/?id=957367480747293","FACEBOOK;INSTAGRAM;AUDIENCE_NETWORK;THREADS","1","350941852220221"
"GIVA","VIDEO","Shop now","","She came in as an intern, and left with memories, lessons, and a fragrance she’ll never forget. ✨

(Summer perfumes, Fine silver jewellery, Rose gold jewellery, Everyday jewellery, Cool girl perfumes)

 #AD #PreciousFragrances #UnspokenLove #StyleSealedInSilver #GIVAJewellery","2026-08-22 07:00:00","2026-09-01 07:00:00","True","https://www.facebook.com/ads/library/?id=1096681892882904","FACEBOOK;INSTAGRAM;AUDIENCE_NETWORK;THREADS","1","350941852220221"
"GIVA","DCO","Shop now","Flat 15% OFF on ₹999+ | Use Code: MYFIRST","Your Pay Day just got a whole lot prettier. ✨

It’s time to check out that jewellery sitting on your wishlist. 💎

Get 15% OFF on purchases above ₹999. Use code MYFIRST at checkout.

💎 Certified 925 Silver
✨ Skin-friendly & hypoallergenic
💖 Made to shine every day","2026-08-28 07:00:00","2026-09-01 07:00:00","True","https://www.facebook.com/ads/library/?id=2145091976078310","FACEBOOK;INSTAGRAM;AUDIENCE_NETWORK;MESSENGER;THREADS","","350941852220221"
"bhalovashi","VIDEO","Shop now","","A girl, her bike and things that make her heart sing 💍❤️‍🔥
(Transition incoming)

GIVA. Style, sealed in silver.

Use code BHALO15 for 15% off

(Fine silver jewellery, Rose gold jewellery, Everyday jewellery)

#biker #KritixGIVA #StyleSealedInSilver #KritiSanon #GIVAJewellery","2026-08-28 07:00:00","2026-09-01 07:00:00","True","https://www.facebook.com/ads/library/?id=27130446866631200","FACEBOOK;INSTAGRAM;AUDIENCE_NETWORK;THREADS","1","350941852220221"
"GIVA","DCO","Shop now","{{product.name}}","{{product.brand}}","2026-05-18 07:00:00","2026-08-30 07:00:00","True","https://www.facebook.com/ads/library/?id=960221019976297","FACEBOOK;INSTAGRAM;AUDIENCE_NETWORK;MESSENGER;THREADS","","350941852220221"
"virajdesaii","VIDEO","Shop now","","GIVA MEN got the swag handled for all men.

Use code VIRAJ15 for 15%off

(Fine silver jewellery, Rose gold jewellery, Lab grown diamond jewellery, Love sealed in silver, Everyday jewellery, Men’s silver jewellery)

#AD #GIVAMEN #MenWantGiftsToo #GIVAJewellery #StyleSealedInSilver","2026-08-21 07:00:00","2026-09-01 07:00:00","True","https://www.facebook.com/ads/library/?id=981800924916674","FACEBOOK;INSTAGRAM;AUDIENCE_NETWORK;THREADS","1","350941852220221"
"GIVA","DCO","Shop now","{{product.name}}","{{product.brand}}","2026-08-25 07:00:00","2026-09-01 07:00:00","True","https://www.facebook.com/ads/library/?id=1059225653362340","FACEBOOK;INSTAGRAM;AUDIENCE_NETWORK;THREADS","","350941852220221"
"GIVA","DCO","Shop now","{{product.name}}","{{product.brand}}","2026-08-02 07:00:00","2026-08-30 07:00:00","True","https://www.facebook.com/ads/library/?id=27981827638116566","FACEBOOK;INSTAGRAM;MESSENGER;THREADS","","350941852220221"
"GIVA","DCO","Shop now","{{product.name}}","{{product.brand}}","2026-05-18 07:00:00","2026-08-29 07:00:00","True","https://www.facebook.com/ads/library/?id=1058292463527726","FACEBOOK;INSTAGRAM;AUDIENCE_NETWORK;MESSENGER;THREADS","","350941852220221"
"GIVA","DCO","Shop now","{{product.name}}","{{product.brand}}","2026-05-18 07:00:00","2026-08-30 07:00:00","True","https://www.facebook.com/ads/library/?id=26529376050067694","FACEBOOK;INSTAGRAM;AUDIENCE_NETWORK;MESSENGER;THREADS","","350941852220221"
"GIVA","DCO","Shop now","{{product.name}}","{{product.brand}}","2026-08-04 07:00:00","2026-08-26 07:00:00","True","https://www.facebook.com/ads/library/?id=2085470305678511","FACEBOOK;INSTAGRAM;MESSENGER;THREADS","","350941852220221"
"GIVA","DCO","Shop now","{{product.name}}","{{product.brand}}","2026-06-06 07:00:00","2026-09-01 07:00:00","True","https://www.facebook.com/ads/library/?id=4299822113641432","FACEBOOK;INSTAGRAM;AUDIENCE_NETWORK;MESSENGER;THREADS","1","350941852220221"
"GIVA","DCO","Shop now","{{product.name}}","{{product.brand}}","2026-04-11 07:00:00","2026-08-31 07:00:00","True","https://www.facebook.com/ads/library/?id=943351824950249","FACEBOOK;INSTAGRAM;AUDIENCE_NETWORK;MESSENGER;THREADS","1","350941852220221"
"GIVA","DCO","Shop now","{{product.name}}","{{product.brand}}","2026-07-27 07:00:00","2026-08-31 07:00:00","True","https://www.facebook.com/ads/library/?id=4683448681875986","FACEBOOK;INSTAGRAM;AUDIENCE_NETWORK;MESSENGER;THREADS","","350941852220221"
"GIVA","DCO","Shop now","Flat 15% OFF on ₹999+ | Use Code: MYFIRST","Your Pay Day just got a whole lot prettier. ✨

It’s time to check out that jewellery sitting on your wishlist. 💎

Get 15% OFF on purchases above ₹999. Use code MYFIRST at checkout.

💎 Certified 925 Silver
✨ Skin-friendly & hypoallergenic
💖 Made to shine every day","2026-08-31 07:00:00","2026-09-01 07:00:00","True","https://www.facebook.com/ads/library/?id=2027070511347399","FACEBOOK;INSTAGRAM;MESSENGER","","350941852220221"
"GIVA","VIDEO","Shop now","","Every baddie needs the  shine that eats. 💫

Use code GHAZI15 for 15%off

(Fine silver jewellery, Rose gold jewellery, Lab grown diamond jewellery, Love sealed in silver, Everyday jewellery)

#GIVAJewellery #SilverJewellery #WhatTheHeartWants","2026-08-28 07:00:00","2026-09-01 07:00:00","True","https://www.facebook.com/ads/library/?id=2920199261645993","FACEBOOK;INSTAGRAM;AUDIENCE_NETWORK;MESSENGER;THREADS","1","350941852220221"
"GIVA","DCO","Shop now","Flat 15% OFF on ₹999+ | Use Code: MYFIRST","Your Pay Day just got a whole lot prettier. ✨

It’s time to check out that jewellery sitting on your wishlist. 💎

Get 15% OFF on purchases above ₹999. Use code MYFIRST at checkout.

💎 Certified 925 Silver
✨ Skin-friendly & hypoallergenic
💖 Made to shine every day","2026-08-28 07:00:00","2026-08-30 07:00:00","True","https://www.facebook.com/ads/library/?id=1394381792652914","FACEBOOK;INSTAGRAM;AUDIENCE_NETWORK;MESSENGER;THREADS","","350941852220221"
"GIVA","DCO","Shop now","Price Drop Alert!","Get lower prices on silver. Flat 15% off on 2+ products, use code COMBO15.

✅ Easy Returns
✅ 6-Month Warranty
✅ Lifetime Plating","2026-08-19 07:00:00","2026-08-31 07:00:00","True","https://www.facebook.com/ads/library/?id=998553933230935","FACEBOOK;INSTAGRAM;MESSENGER;THREADS","","350941852220221"
"GIVA","DCO","Shop now","{{product.name}}","{{product.brand}}","2026-08-25 07:00:00","2026-08-30 07:00:00","True","https://www.facebook.com/ads/library/?id=2414390552421804","FACEBOOK;INSTAGRAM;AUDIENCE_NETWORK;THREADS","","350941852220221"
"GIVA","DCO","Shop now","Price Drop Alert!","Get lower prices on silver. Flat 15% off on 2+ products, use code COMBO15.

✅ Easy Returns
✅ 6-Month Warranty
✅ Lifetime Plating","2026-08-19 07:00:00","2026-08-31 07:00:00","True","https://www.facebook.com/ads/library/?id=2924921657844392","FACEBOOK;INSTAGRAM;MESSENGER;THREADS","","350941852220221"
"GIVA","DCO","Shop now","Because Love Deserves Something Special ✨","Some moments deserve more than words. ❤️ Celebrate their birthday with timeless silver that says it all. Elegant pieces designed to make every memory shine a little brighter. 

Enjoy Flat 15% OFF on your first purchase. Use code NEW15 at checkout.","2026-08-31 07:00:00","2026-09-01 07:00:00","True","https://www.facebook.com/ads/library/?id=1742256590328682","FACEBOOK;INSTAGRAM;AUDIENCE_NETWORK;MESSENGER;THREADS","","350941852220221"
"GIVA","VIDEO","Shop now","","One mood, many versions of me , thank god my jewellery keeps up.
Switching personalities, but it’s always GIVA on repeat ✨

Use code NEW 15 for 15% off

(Fine silver jewellery, Rose gold jewellery, Lab grown diamond jewellery, Love sealed in silver, Everyday jewellery)

#AD #GIVAJewellery #SilverJewellery #WhatTheHeartWants","2026-08-28 07:00:00","2026-08-30 07:00:00","True","https://www.facebook.com/ads/library/?id=1081267087737494","FACEBOOK;INSTAGRAM;AUDIENCE_NETWORK;MESSENGER;THREADS","1","350941852220221"
"GIVA","DCO","Shop now","Because Love Deserves Something Special ✨","Wondering what to gift her? Make it special with Giva! ❤️ Celebrate your partner with timeless silver that says it all. Elegant pieces designed to make every memory shine a little brighter. 

Enjoy Flat 15% OFF on your first purchase. Use code NEW15 at checkout.","2026-08-25 07:00:00","2026-08-31 07:00:00","True","https://www.facebook.com/ads/library/?id=1060529176727061","FACEBOOK;INSTAGRAM;AUDIENCE_NETWORK;MESSENGER;THREADS","","350941852220221"
"GIVA","DCO","Shop now","{{product.name}}","{{product.brand}}","2026-05-18 07:00:00","2026-08-31 07:00:00","True","https://www.facebook.com/ads/library/?id=1560056398883639","FACEBOOK;INSTAGRAM;AUDIENCE_NETWORK;MESSENGER;THREADS","","350941852220221"
"GIVA","DCO","Shop now","{{product.name}}","{{product.brand}}","2026-08-04 07:00:00","2026-08-28 07:00:00","True","https://www.facebook.com/ads/library/?id=1819608112384818","FACEBOOK;INSTAGRAM;MESSENGER;THREADS","","350941852220221"
"GIVA","DCO","Shop now","{{product.name}}","{{product.brand}}","2026-08-04 07:00:00","2026-08-27 07:00:00","True","https://www.facebook.com/ads/library/?id=1354156993468472","FACEBOOK;INSTAGRAM;MESSENGER;THREADS","","350941852220221"
"GIVA","DCO","Shop now","Make Every Day Special with GIVA✨","Elevate your office look with elegant pieces designed to make every day shine a little brighter and get 15% off! ❤️ 

✅ Easy Returns 
✅ 6-Month Warranty 
✅ Lifetime Plating

Enjoy Flat 15% OFF on your first purchase. Use code COMBO15 at checkout","2026-08-28 07:00:00","2026-08-31 07:00:00","True","https://www.facebook.com/ads/library/?id=905887872202508","FACEBOOK;INSTAGRAM;AUDIENCE_NETWORK;THREADS","","350941852220221"
"bugeshreedey","VIDEO","Shop now","","A few of Kriti’s favourites, and maybe my new favourites too 💖
GIVA. Style, sealed in silver.

Use code BUG15 for 15% off 

(Fine silver jewellery, Rose gold jewellery, Everyday jewellery)

#AD #KritixGIVA #StyleSealedInSilver #KritiSanon #GIVAJewellery","2026-08-31 07:00:00","2026-09-01 07:00:00","True","https://www.facebook.com/ads/library/?id=1758940522900808","FACEBOOK;INSTAGRAM;AUDIENCE_NETWORK;MESSENGER;THREADS","1","350941852220221"
"GIVA","DCO","Shop now","{{product.name}}","{{product.brand}}","2026-08-25 07:00:00","2026-08-30 07:00:00","True","https://www.facebook.com/ads/library/?id=1365083599136139","FACEBOOK;INSTAGRAM;AUDIENCE_NETWORK;THREADS","","350941852220221"
"GIVA","DCO","Shop now","{{product.name}}","{{product.brand}}","2026-05-18 07:00:00","2026-08-31 07:00:00","True","https://www.facebook.com/ads/library/?id=888165207628399","FACEBOOK;INSTAGRAM;AUDIENCE_NETWORK;MESSENGER;THREADS","","350941852220221"
"GIVA","DCO","Shop now","{{product.name}}","{{product.brand}}","2026-08-25 07:00:00","2026-08-30 07:00:00","True","https://www.facebook.com/ads/library/?id=926158636645493","FACEBOOK;INSTAGRAM;AUDIENCE_NETWORK;THREADS","","350941852220221"
"GIVA","DCO","Shop now","Buy 2, get 15% off. Use code COMBO15.","✨ Refined enough for evenings, easy enough for everyday. 💖 Buy 2, get 15% off. Use code COMBO15.","2026-08-28 07:00:00","2026-08-31 07:00:00","True","https://www.facebook.com/ads/library/?id=2638211396610709","FACEBOOK;INSTAGRAM;MESSENGER;THREADS","","350941852220221"
